#{"t_start": 1732098831.5806217, "env_id": "None"}
r,l,t
248.0,5,39.778003
273.0,5,39.82799
249.0,5,39.871988
274.0,5,39.914991
250.0,5,39.957992
267.0,5,40.001004
270.0,5,40.048989
271.0,5,40.089989
238.0,5,40.13699
279.0,5,40.179992
281.0,5,40.222989
280.0,5,40.266991
250.0,5,40.30799
276.0,5,40.35299
272.0,5,40.397991
300.0,5,40.441992
213.0,5,40.480993
294.0,5,40.529997
250.0,5,40.571991
267.0,5,40.615994
250.0,5,40.660993
277.0,5,40.705991
292.0,5,40.751001
198.0,5,40.791992
259.0,5,40.837992
295.0,5,40.888994
259.0,5,40.934992
247.0,5,40.977993
258.0,5,41.018993
250.0,5,41.057993
264.0,5,41.108993
277.0,5,41.156993
259.0,5,41.206993
287.0,5,41.258993
260.0,5,41.309993
245.0,5,41.359996
268.0,5,41.405994
271.0,5,41.454994
266.0,5,41.501998
289.0,5,41.546994
215.0,5,41.587994
282.0,5,41.625995
250.0,5,41.665995
264.0,5,41.714996
294.0,5,41.762995
227.0,5,41.807996
198.0,5,41.853995
269.0,5,41.904996
277.0,5,41.943997
237.0,5,41.985995
268.0,5,42.028109
278.0,5,42.086111
291.0,5,42.136111
221.0,5,42.18511
289.0,5,42.23111
253.0,5,42.276109
254.0,5,42.323112
286.0,5,42.366109
273.0,5,42.41011
247.0,5,42.45211
232.0,5,42.496111
284.0,5,42.54111
305.0,5,42.581112
281.0,5,42.627111
232.0,5,42.671112
269.0,5,42.711114
284.0,5,42.749113
274.0,5,42.795112
245.0,5,42.838126
251.0,5,42.883112
246.0,5,42.924113
264.0,5,42.967111
305.0,5,43.008112
279.0,5,43.057113
266.0,5,43.099113
256.0,5,43.144113
268.0,5,43.200114
307.0,5,43.249112
259.0,5,43.305116
235.0,5,43.344112
254.0,5,43.391113
240.0,5,43.438114
260.0,5,43.487113
281.0,5,43.531114
255.0,5,43.576115
280.0,5,43.619115
273.0,5,43.664114
236.0,5,43.709115
218.0,5,43.751116
270.0,5,43.796119
291.0,5,43.838115
277.0,5,43.879118
253.0,5,43.916118
260.0,5,43.959116
277.0,5,44.003117
261.0,5,44.045136
243.0,5,44.086119
266.0,5,44.127116
285.0,5,44.167135
248.0,5,44.211116
266.0,5,44.254117
266.0,5,44.298116
255.0,5,44.341116
273.0,5,44.382118
276.0,5,44.424116
272.0,5,44.462116
253.0,5,44.510142
254.0,5,44.562118
252.0,5,44.611119
238.0,5,44.66212
280.0,5,44.716119
210.0,5,44.771135
271.0,5,44.824122
213.0,5,44.875118
274.0,5,44.922118
276.0,5,44.969118
240.0,5,45.015118
255.0,5,45.062118
270.0,5,45.11412
277.0,5,45.159119
278.0,5,45.20912
276.0,5,45.257121
255.0,5,45.301123
287.0,5,45.34012
210.0,5,45.38512
283.0,5,45.43212
268.0,5,45.478122
246.0,5,45.52312
226.0,5,45.568121
228.0,5,45.608121
251.0,5,45.650121
231.0,5,45.690122
258.0,5,45.739121
292.0,5,45.787121
199.0,5,45.830121
237.0,5,45.867121
294.0,5,45.909124
201.0,5,45.947121
209.0,5,45.988122
248.0,5,46.028121
285.0,5,46.076123
292.0,5,46.118122
274.0,5,46.164123
276.0,5,46.214122
249.0,5,46.254125
305.0,5,46.305123
281.0,5,46.352123
277.0,5,46.400123
259.0,5,46.445123
283.0,5,46.491147
273.0,5,46.539124
263.0,5,46.588124
244.0,5,46.639125
260.0,5,46.684126
282.0,5,46.732124
246.0,5,46.782125
285.0,5,46.825124
253.0,5,46.866124
273.0,5,46.903124
282.0,5,46.946126
288.0,5,46.990125
276.0,5,47.030125
240.0,5,47.072128
221.0,5,47.110125
271.0,5,47.150126
254.0,5,47.193126
268.0,5,47.235126
259.0,5,47.277127
258.0,5,47.319126
277.0,5,47.367127
235.0,5,47.405149
269.0,5,47.450127
194.0,5,47.498127
256.0,5,47.542128
264.0,5,47.587126
219.0,5,47.633126
282.0,5,47.675126
238.0,5,47.718127
253.0,5,47.760127
282.0,5,47.802127
243.0,5,47.845127
205.0,5,47.883127
288.0,5,47.923129
293.0,5,47.966129
253.0,5,48.01313
262.0,5,48.065129
244.0,5,48.11613
276.0,5,48.166129
247.0,5,48.212129
287.0,5,48.25613
287.0,5,48.299129
249.0,5,48.338129
227.0,5,48.377131
235.0,5,48.419129
253.0,5,48.46013
260.0,5,48.501132
234.0,5,48.541131
263.0,5,48.605131
264.0,5,48.656132
235.0,5,48.704133
221.0,5,48.755146
288.0,5,48.80213
278.0,5,48.845131
284.0,5,48.89113
303.0,5,48.93513
290.0,5,48.985132
282.0,5,49.042135
265.0,5,49.094132
297.0,5,49.145134
262.0,5,49.195138
257.0,5,49.243132
290.0,5,49.290132
267.0,5,49.332133
254.0,5,49.380132
266.0,5,49.425133
289.0,5,49.469133
283.0,5,49.513132
275.0,5,49.556133
229.0,5,49.606133
267.0,5,49.654135
290.0,5,49.698134
238.0,5,49.746154
249.0,5,49.792134
292.0,5,49.842135
266.0,5,49.890134
265.0,5,49.941134
242.0,5,49.988135
295.0,5,50.032134
262.0,5,50.078134
271.0,5,50.129135
241.0,5,50.178146
275.0,5,50.225136
208.0,5,50.270136
242.0,5,50.313138
273.0,5,50.351141
224.0,5,50.396136
271.0,5,50.442137
296.0,5,50.485138
261.0,5,50.526136
227.0,5,50.570136
232.0,5,50.615136
278.0,5,50.659137
227.0,5,50.705136
267.0,5,50.748137
235.0,5,62.216693
226.0,5,62.25769
235.0,5,62.301693
216.0,5,62.338694
262.0,5,62.380691
273.0,5,62.42369
208.0,5,62.461691
243.0,5,62.503694
291.0,5,62.545692
274.0,5,62.593692
272.0,5,62.632693
297.0,5,62.677693
263.0,5,62.721694
245.0,5,62.764693
266.0,5,62.809695
236.0,5,62.858693
225.0,5,62.899692
263.0,5,62.937693
255.0,5,62.982694
243.0,5,63.023695
