#{"t_start": 1731938121.8156562, "env_id": "None"}
r,l,t
-16961.669922,20,11239.639373
-20418.05013,20,11240.389009
-19141.276042,20,11241.064077
-20615.885417,20,11241.705328
-12788.492839,20,11242.317345
-17937.011719,20,11242.937779
-18862.060547,20,11243.558211
-17455.403646,20,11244.175071
-15925.211589,20,11244.788795
-17199.788411,20,11245.429862
-15547.607422,20,11246.070576
-22236.572266,20,11247.284863
-23988.44401,20,11248.0474
-26277.018229,20,11248.713869
-18085.85612,20,11249.35392
-15575.439453,20,11249.999592
-13351.074219,20,11250.634504
-18864.095052,20,11251.287143
-18257.405599,20,11251.987724
-19249.674479,20,11252.64796
-17295.328776,20,11253.287499
-13915.445964,20,11253.887567
-13312.5,20,11303.836646
-28108.398438,20,11304.481614
-17375.406901,20,11305.090627
-18763.102214,20,11305.709631
-18481.201172,20,11306.35407
-19025.472005,20,11306.980709
-19398.763021,20,11307.626043
-20321.533203,20,11308.249557
-23492.675781,20,11308.981414
-21679.199219,20,11309.615654
-19738.525391,20,11310.255458
-21188.720703,20,11310.887181
-25513.671875,20,11311.512796
-21535.07487,20,11312.160822
-17256.347656,20,11312.790241
-12868.977865,20,11313.409295
-20458.577474,20,11314.037325
-10269.775391,20,11314.658543
-24130.208333,20,11315.268279
-20518.391927,20,11315.919921
-21046.875,20,11316.540544
-17610.514323,20,11317.167801
-27940.592448,20,11317.770504
-23030.598958,20,11318.411301
-20782.633464,20,11319.043216
-19473.551432,20,11319.663754
-22998.535156,20,11320.282045
-22127.441406,20,11320.905135
-21457.03125,20,11321.570767
-13634.928385,20,11322.203717
-23101.39974,20,11322.808895
-16987.792969,20,11323.435816
-29109.53776,20,11324.055174
-11196.858724,20,11324.668818
-21950.032552,20,11325.255384
-20326.090495,20,11325.85768
-12597.412109,20,11326.47038
-25729.003906,20,11327.08591
-20961.263021,20,11327.791282
-15939.615885,20,11328.402411
-17349.283854,20,11329.00508
-11502.604167,20,11329.584378
-25747.558594,20,11330.186532
-14684.244792,20,11330.784723
-12668.05013,20,11331.368848
-13974.690755,20,11331.970082
-18455.891927,20,11332.59705
-9879.638672,20,11333.210622
-23764.485677,20,11333.846319
-18189.697266,20,11334.451081
-21070.39388,20,11335.055221
-11052.083333,20,11335.653774
-25084.960938,20,11336.273108
-18623.535156,20,11336.884098
-22545.572917,20,11337.49451
-26217.854818,20,11338.098884
-15133.382161,20,11338.672766
-20526.529948,20,11339.273853
-15275.146484,20,11339.876792
-21814.534505,20,11340.458741
-18552.978516,20,11341.088907
-28081.787109,20,11341.696961
-11187.41862,20,11342.298061
-19382.486979,20,11342.898682
-17830.891927,20,11343.487298
-18501.790365,20,11344.089917
-14945.3125,20,11344.711851
-17251.871745,20,11345.401563
-18837.239583,20,11346.021891
-10038.248698,20,11346.64789
-17795.979818,20,11347.261419
-21824.625651,20,11347.854027
-20319.091797,20,11348.440765
-24046.061198,20,11349.042303
-17162.353516,20,11349.649209
-22318.847656,20,11350.247864
-20882.242839,20,11350.842518
-14821.126302,20,11351.444139
-17153.401693,20,11352.034381
-15058.67513,20,11352.639185
-20556.396484,20,11353.227567
-19059.895833,20,11353.845484
-18735.188802,20,11354.438448
-13708.658854,20,11355.060109
-22426.269531,20,11355.653689
-17903.076172,20,11356.281994
-20466.064453,20,11356.890808
-19340.169271,20,11357.498007
-19816.162109,20,11358.097657
-22681.477865,20,11358.687812
-28512.125651,20,11359.308883
-25456.054688,20,11359.914924
-18581.136068,20,11360.51272
-35461.751302,20,11361.111917
-25550.78125,20,11361.697584
-20180.745443,20,11362.314226
-18443.847656,20,11362.937096
-18465.332031,20,11363.616848
-19691.894531,20,11364.210387
-16983.805339,20,11364.82678
-9729.329427,20,11365.414854
-20043.701172,20,11366.012444
-17300.455729,20,11415.069675
-21032.389323,20,11415.744442
-19246.744792,20,11416.427294
-20997.070312,20,11417.085758
-21197.835286,20,11417.736169
-15993.164062,20,11418.393275
-17898.681641,20,11419.03075
-15583.658854,20,11419.701605
-14744.384766,20,11420.332032
-11760.172526,20,11420.961876
-19535.644531,20,11421.618847
-25218.91276,20,11422.263162
-18543.701172,20,11422.923114
-17760.823568,20,11423.564914
-17122.558594,20,11424.205338
-19991.536458,20,11424.863301
-22043.375651,20,11425.473238
-16798.177083,20,11426.107067
-21333.902995,20,11426.728469
-10519.61263,20,11427.388675
-17109.049479,20,11428.023902
-16546.386719,20,11428.666111
-12161.458333,20,11429.287976
-19195.23112,20,11429.887468
-27465.00651,20,11430.630266
-19261.63737,20,11431.251263
-23599.934896,20,11431.900946
-16257.8125,20,11432.542296
-25772.949219,20,11433.158566
-16493.977865,20,11433.788071
-18963.297526,20,11434.411019
-18185.221354,20,11435.032703
-16413.167318,20,11435.664677
-22098.307292,20,11436.285223
-14731.852214,20,11436.939522
-21779.296875,20,11437.590319
-30760.742188,20,11438.232277
-18308.919271,20,11438.913046
-15459.798177,20,11439.533399
-17878.90625,20,11440.153317
-19214.436849,20,11440.795091
-19908.935547,20,11441.4153
-20967.285156,20,11442.045894
-13472.981771,20,11442.646564
-16066.48763,20,11443.269543
-22665.852865,20,11443.919768
-15686.848958,20,11444.530737
-14412.434896,20,11445.125778
-14511.230469,20,11445.708268
-14568.522135,20,11446.313837
-24058.105469,20,11446.925202
-12157.552083,20,11447.546075
-19209.391276,20,11448.159882
-22729.817708,20,11448.873391
-12526.936849,20,11449.489664
-25046.71224,20,11450.09524
-21231.363932,20,11450.697225
-27356.933594,20,11451.294547
-19754.801432,20,11451.89044
-19581.298828,20,11452.523695
-16531.656901,20,11453.122779
-10206.86849,20,11453.743678
-15123.779297,20,11454.375217
-18816.162109,20,11454.977064
-25561.360677,20,11455.589914
-18740.397135,20,11456.202057
-23660.725911,20,11456.841605
-19232.014974,20,11457.425594
-19773.681641,20,11458.016199
-21391.845703,20,11458.617152
-20583.089193,20,11459.210608
-21400.472005,20,11459.825294
-12804.6875,20,11460.426971
-14238.28125,20,11461.031894
-22322.835286,20,11461.631509
-15183.67513,20,11462.206809
-21120.442708,20,11462.786888
-17940.185547,20,11463.364271
-21709.309896,20,11463.957764
-21493.001302,20,11464.565134
-22036.702474,20,11465.156137
-20389.241536,20,11465.750567
-15975.097656,20,11466.35026
-17152.669271,20,11467.061874
-27334.147135,20,11467.664126
-19121.01237,20,11468.287499
-17386.63737,20,11468.907475
-20225.504557,20,11469.522954
-20104.329427,20,11470.123998
-22609.130859,20,11470.716573
-13066.650391,20,11471.327352
-23181.559245,20,11471.941623
-13401.936849,20,11472.52493
-17739.339193,20,11473.124713
-14628.336589,20,11473.724522
-20298.014323,20,11474.34202
-22836.263021,20,11474.963659
-15247.884115,20,11475.576288
-17084.391276,20,11476.289414
-19085.693359,20,11476.93896
-15415.201823,20,11477.55952
-12914.22526,20,11478.208918
-9725.097656,20,11526.930509
-21078.694661,20,11527.615859
-18765.380859,20,11528.280766
-23205.322266,20,11528.922569
-20230.38737,20,11529.555084
-15213.053385,20,11530.205115
-23146.321615,20,11530.87132
-20242.431641,20,11531.524618
-19688.720703,20,11532.159976
-25430.501302,20,11532.797004
-18251.383464,20,11533.5253
-24808.919271,20,11534.170779
-15602.945964,20,11534.788146
-11346.761068,20,11535.438169
-27103.434245,20,11536.094345
-24110.432943,20,11536.767737
-22343.994141,20,11537.418869
-10298.339844,20,11538.075576
-21041.748047,20,11538.738652
-23865.071615,20,11539.382747
-23103.190104,20,11540.041909
-15818.847656,20,11540.706291
-12406.738281,20,11541.326852
-17201.904297,20,11541.964499
-18317.789714,20,11542.619888
-14885.986328,20,11543.246816
-28812.33724,20,11543.889984
-13719.401042,20,11544.531035
-30606.445313,20,11545.185378
-13717.610677,20,11545.839174
-10677.897135,20,11546.479992
-11901.611328,20,11547.146108
-17282.958984,20,11547.838075
-20555.826823,20,11548.484771
-16456.787109,20,11549.128336
-14008.219401,20,11549.790925
-20895.914714,20,11550.418481
-21152.994792,20,11551.083228
-15293.538411,20,11551.741431
-19645.996094,20,11552.395242
-15752.441406,20,11553.168892
-18166.259766,20,11553.808944
-20350.097656,20,11554.501524
-18125.488281,20,11555.151665
-11686.848958,20,11555.774985
-23426.839193,20,11556.429318
-18904.785156,20,11557.073543
-18288.655599,20,11557.726312
-13487.386068,20,11558.396336
-14694.417318,20,11559.02021
-24993.001302,20,11559.669883
-20778.727214,20,11560.336802
-20704.427083,20,11560.951845
-10516.682943,20,11561.645908
-18969.238281,20,11562.251392
-22800.537109,20,11562.911839
-20342.529297,20,11563.567383
-24860.107422,20,11564.216846
-22291.178385,20,11564.859347
-23326.904297,20,11565.504031
-19325.113932,20,11566.125508
-17336.425781,20,11566.752866
-13705.322266,20,11567.38357
-12894.124349,20,11568.047901
-19620.93099,20,11568.656519
-32069.173177,20,11569.28639
-17650.553385,20,11569.939531
-19208.007812,20,11570.567977
-18994.710286,20,11571.199849
-16995.279948,20,11571.913587
-14680.257161,20,11572.552399
-23480.30599,20,11573.182379
-19641.031901,20,11573.803789
-10285.970052,20,11574.427086
-24516.682943,20,11575.060117
-21613.44401,20,11575.659726
-20766.357422,20,11576.281739
-24508.870443,20,11576.889364
-13381.591797,20,11577.508392
-24119.222005,20,11578.141332
-18887.532552,20,11578.774145
-19311.604818,20,11579.375502
-16854.899089,20,11579.996319
-19757.324219,20,11580.597375
-25451.497396,20,11581.206673
-20389.485677,20,11581.82507
-21202.473958,20,11582.442858
-23318.277995,20,11583.056872
-20186.197917,20,11583.677317
-22327.311198,20,11584.299814
-17511.067708,20,11584.920959
-20349.202474,20,11585.542406
-22989.990234,20,11586.153026
-22435.139974,20,11586.771048
-18351.5625,20,11587.385639
-26375.651042,20,11588.007907
-18314.208984,20,11588.630027
-22080.485026,20,11589.237106
-23473.144531,20,11589.833795
-23103.678385,20,11590.51868
-20897.623698,20,11591.111544
-19529.622396,20,11591.730913
-17938.964844,20,11592.320582
-23657.389323,20,11641.029928
-16449.544271,20,11641.820409
-12688.395182,20,11642.584439
-18130.126953,20,11643.374682
-23389.404297,20,11644.122178
-22636.230469,20,11644.920811
-12653.157552,20,11645.689801
-24522.460938,20,11646.481463
-11811.930339,20,11647.258275
-21599.365234,20,11648.002145
-12563.720703,20,11648.746561
-17826.741536,20,11649.386335
-19815.999349,20,11650.037816
-27996.337891,20,11650.671812
-19387.044271,20,11651.365348
-19538.655599,20,11652.004362
-20570.963542,20,11652.639184
-12399.251302,20,11653.27711
-12255.289714,20,11653.91664
-28985.921224,20,11654.542484
-26983.235677,20,11655.181697
-29193.522135,20,11655.82579
-24111.490885,20,11656.48979
-20857.584635,20,11657.110544
-23374.267578,20,11657.742489
-20237.792969,20,11658.496127
-22863.19987,20,11659.1603
-13218.66862,20,11659.802108
-13414.388021,20,11660.439142
-23554.6875,20,11661.073308
-13809.407552,20,11661.723881
-12447.672526,20,11662.391654
-24543.294271,20,11663.020441
-20571.695964,20,11663.670536
-22813.069661,20,11664.310979
-24652.26237,20,11664.948332
-21059.814453,20,11665.602682
-12700.846354,20,11666.252166
-21350.179036,20,11666.886732
-29977.213542,20,11667.553084
-19307.698568,20,11668.172189
-12060.953776,20,11668.850557
-22855.712891,20,11669.483562
-20306.233724,20,11670.141695
-20531.005859,20,11670.819735
-20157.714844,20,11671.484307
-14508.219401,20,11672.16536
-19848.714193,20,11672.881856
-24156.25,20,11673.547709
-19473.876953,20,11674.207789
-11101.64388,20,11674.847353
-20841.796875,20,11675.510815
-22465.494792,20,11676.162158
-14122.151693,20,11676.80627
-17596.272786,20,11677.437639
-26214.355469,20,11678.184444
-21645.100911,20,11678.862518
-17112.874349,20,11679.528758
-18904.785156,20,11680.200652
-17870.035807,20,11680.816685
-21342.610677,20,11681.483673
-21243.164062,20,11682.135051
-21863.11849,20,11682.764247
-19732.666016,20,11683.39118
-21749.267578,20,11684.024839
-17459.147135,20,11684.659615
-22491.699219,20,11685.31143
-22640.218099,20,11685.925142
-10446.695964,20,11686.570039
-19961.344401,20,11687.182994
-19272.867839,20,11687.816184
-12585.367839,20,11688.45766
-22428.873698,20,11689.080607
-23297.03776,20,11689.704122
-22424.886068,20,11690.32422
-21695.719401,20,11690.954201
-22835.530599,20,11691.610469
-22472.167969,20,11692.225952
-25302.652995,20,11692.845225
-19244.547526,20,11693.451708
-14020.263672,20,11694.113225
-20987.467448,20,11694.731689
-15382.080078,20,11695.350249
-24107.340495,20,11695.969277
-18218.505859,20,11696.650066
-18564.941406,20,11697.251295
-21373.535156,20,11697.872976
-11083.658854,20,11698.469737
-21265.869141,20,11699.115554
-17185.384115,20,11699.722109
-10587.076823,20,11700.342494
-9964.355469,20,11700.952496
-23946.858724,20,11701.587366
-17610.351562,20,11702.214246
-22019.042969,20,11702.820457
-20850.911458,20,11703.430188
-21928.304036,20,11704.090286
-24828.369141,20,11704.699674
-23445.719401,20,11705.335495
-21570.800781,20,11705.934237
-15865.152995,20,11706.543898
-22414.0625,20,11707.16598
-11115.559896,20,11754.246385
-17327.148437,20,11754.866815
-23314.371745,20,11755.478898
-13344.075521,20,11756.105343
-22382.97526,20,11756.71698
-17584.391276,20,11757.317658
-22630.777995,20,11757.932532
