#{"t_start": 1732012142.142572, "env_id": "None"}
r,l,t
-8336.995443,20,2025.454281
-7312.093099,20,2026.185522
-7364.013672,20,2026.807115
-8548.258464,20,2027.517801
-9482.014974,20,2028.167777
-12700.927734,20,2028.793484
-23974.772135,20,2029.504364
-9055.908203,20,2030.203785
-14038.818359,20,2030.933356
-10159.586589,20,2031.616057
-7490.071615,20,2032.275784
-9913.167318,20,2032.917088
-10438.964844,20,2033.570936
-7077.311198,20,2034.29363
-19397.135417,20,2034.940618
-10480.143229,20,2035.615647
-8915.527344,20,2036.296887
-6371.337891,20,2036.996462
-8678.466797,20,2037.712345
-7364.095052,20,2038.412025
-11642.822266,20,2039.061565
-8796.061198,20,2039.728043
-7680.501302,20,2040.438004
-9565.022786,20,2041.127129
-6995.524089,20,2041.776857
-12987.955729,20,2042.476343
-8033.365885,20,2043.125892
-8066.975911,20,2043.808753
-8048.421224,20,2044.56128
-10830.810547,20,2045.324576
-14054.85026,20,2046.010015
-14314.941406,20,2046.673875
-11505.371094,20,2047.357192
-8546.386719,20,2048.059864
-10471.435547,20,2048.73926
-9523.4375,20,2049.380439
-6672.03776,20,2050.155327
-13694.091797,20,2050.871975
-12445.3125,20,2051.558077
-6204.671224,20,2052.242293
-6716.959635,20,2052.904148
-7656.494141,20,2053.623336
-24186.523438,20,2054.369913
-7754.475911,20,2055.059053
-6436.523438,20,2055.718544
-9284.098307,20,2056.358957
-9859.45638,20,2057.010139
-8946.044922,20,2057.701642
-7559.326172,20,2058.387177
-8463.378906,20,2059.067249
-7427.001953,20,2059.759479
-26966.796875,20,2060.434098
-7165.771484,20,2061.202281
-10847.086589,20,2061.936963
-7398.844401,20,2062.647976
-14798.665365,20,2063.331042
-12570.068359,20,2064.049204
-8196.207682,20,2064.873523
-10402.42513,20,2065.536083
-9169.596354,20,2066.170937
-6415.201823,20,2066.819309
-8661.539714,20,2067.478941
-12877.197266,20,2120.900196
-7301.106771,20,2121.606281
-9317.708333,20,2122.270705
-8648.35612,20,2122.984725
-6177.652995,20,2123.63835
-7148.111979,20,2124.324239
-7727.945964,20,2124.99752
-7096.435547,20,2125.691731
-9631.835937,20,2126.403873
-7157.552083,20,2127.050218
-9452.311198,20,2127.727435
-12218.180339,20,2128.387389
-8436.035156,20,2129.059386
-18388.753255,20,2129.766998
-7368.408203,20,2130.430614
-7674.153646,20,2131.066832
-8885.986328,20,2131.701059
-8962.320964,20,2132.343361
-7603.841146,20,2133.039912
-12287.679036,20,2133.723433
-13404.378255,20,2134.414118
-9551.432292,20,2135.194301
-8709.554036,20,2135.861978
-7791.666667,20,2136.562232
-13851.888021,20,2137.231772
-10405.843099,20,2137.894757
-7694.091797,20,2138.556464
-15732.096354,20,2139.223695
